experiment_name,missions_total,missions_completed,collisions_avoided,missed_collisions,total_dv,fuel_used_total,avg_response_time,avg_dv_per_mission,success_rate
1 OOS - 1 Sat,1,1,0,0,0.000599328261670809,0.000599328261670809,720.0,0.000599328261670809,1.0
1 OOS - 2 Sats,2,1,0,0,11.18476812089533,11.18476812089533,720.0,5.592384060447665,0.5
1 OOS - 3 Sats,2,1,0,0,11.188049830544257,11.188049830544257,720.0,5.594024915272128,0.5
1 OOS - 4 Sats,1,0,0,0,11.090724104608325,11.090724104608325,0,11.090724104608325,0.0
